config,identity,path,is_masked_truth,is_genuine,mask_detector_says_masked,routed_mode,top_similarity,top_match
adaptive,Boris_Henry,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Boris_Henry\Boris_Henry_0001.jpg,False,False,False,full,0.14367857575416565,jianailiang
adaptive,lianghanwen,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lianghanwen\1_0_lianghanwen_0181.jpg,False,True,False,full,0.22912082076072693,yumenglong
adaptive,zhangluyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhangluyi\0_0_0.png,True,True,True,upper,0.4391372799873352,zhangluyi
adaptive,maqiguang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\maqiguang\1_0_maqiguang_0041.jpg,False,True,False,full,0.3400622606277466,maqiguang
adaptive,liushishi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liushishi\1_0_liushishi_0149.jpg,False,True,False,full,0.26332083344459534,jiangkaitong
adaptive,guojingjing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\guojingjing\0_0_guojingjing_0211.jpg,False,True,False,full,0.4261454939842224,guojingjing
adaptive,luozhixiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\luozhixiang\0_0_4.jpg,True,True,True,upper,0.33687132596969604,yangqianhua
adaptive,jianghongbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jianghongbo\0_0_0.jpg,True,True,True,upper,0.35820382833480835,jianghongbo
adaptive,yingcaier,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\yingcaier\1_0_yingcaier_0018.jpg,False,True,False,full,0.2800155282020569,zhangliangying
adaptive,xudongdong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xudongdong\1_0_xudongdong_0234.jpg,False,True,False,full,0.3578386902809143,xudongdong
adaptive,zhaoyihuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhaoyihuan\1_0_zhaoyihuan_0177.jpg,False,True,False,full,0.23325487971305847,zhuowenxuan
adaptive,Ivan_Helguera,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ivan_Helguera\Ivan_Helguera_0001.jpg,False,False,False,full,0.15079480409622192,gutianle
adaptive,jingbairan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jingbairan\0_0_3.jpg,True,True,True,upper,0.33702951669692993,wangluodan
adaptive,luozhixiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\luozhixiang\0_0_luozhixiang_0011.jpg,False,True,False,full,0.20505470037460327,fengjianyu
adaptive,lvjiarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lvjiarong\0_0_lvjiarong_0130.jpg,False,True,False,full,0.25198137760162354,tanweiwei
adaptive,zhengyecheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhengyecheng\1_0_zhengyecheng_0174.jpg,False,True,False,full,0.5356742143630981,zhengyecheng
adaptive,Michael_Chiklis,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Michael_Chiklis\Michael_Chiklis_0004.jpg,False,False,False,full,0.1932564675807953,ruanjingtian
adaptive,tanweiwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\tanweiwei\1_0_2.jpg,True,True,True,upper,0.3612765073776245,lianghanwen
adaptive,wangkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\wangkai\1_0_wangkai_0090.jpg,False,True,False,full,0.4946138262748718,wangkai
adaptive,zhangbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangbo\1_0_zhangbo_0212.jpg,False,True,False,full,0.4273696839809418,zhangbo
adaptive,Asif_Hanif,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Asif_Hanif\Asif_Hanif_0001.jpg,False,False,False,full,0.17639237642288208,liushishi
adaptive,jiangkaitong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jiangkaitong\0_0_10.jpg,True,True,False,full,0.2557241916656494,zhaoliying
adaptive,panyueming,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\panyueming\1_0_panyueming_0150.jpg,False,True,False,full,0.4930955171585083,panyueming
adaptive,hujing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\hujing\1_0_hujing_0236.jpg,False,True,False,full,0.39641475677490234,hujing
adaptive,lvjiarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lvjiarong\0_0_lvjiarong_0002.jpg,False,True,False,full,0.3183014392852783,tanweiwei
adaptive,Eduardo_Romero,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Eduardo_Romero\Eduardo_Romero_0001.jpg,False,False,False,full,0.1270337998867035,zhourunfa
adaptive,Celso_Amorim,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Celso_Amorim\Celso_Amorim_0002.jpg,False,False,False,full,0.1267705261707306,xieanqi
adaptive,zhouxun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhouxun\0_0_7.jpg,True,True,True,upper,0.22591331601142883,zhouxun
adaptive,Paul_Reiser,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Paul_Reiser\Paul_Reiser_0001.jpg,False,False,False,full,0.13154864311218262,zhangshaohan
adaptive,guojingfei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\guojingfei\0_0_0.jpg,True,True,True,upper,0.29012781381607056,liuqianhan
adaptive,yinzheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\yinzheng\1_0_yinzheng_0093.jpg,False,True,False,full,0.4444524049758911,yinzheng
adaptive,songxiaobo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\songxiaobo\0_0_songxiaobo_0175.jpg,False,True,False,full,0.19974608719348907,chenkun
adaptive,hanqingzi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\hanqingzi\1_0_hanqingzi_0029.jpg,False,True,False,full,0.27590295672416687,hanqingzi
adaptive,yinengjing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\yinengjing\0_0_30.jpg,True,True,True,upper,0.3214702010154724,yinengjing
adaptive,lixiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lixiang\1_0_19.jpg,True,True,True,upper,0.23137259483337402,zhangjingjing
adaptive,dazhangwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\dazhangwei\1_1_16.jpg,True,True,True,upper,0.2938230037689209,jiangkaitong
adaptive,liyifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liyifeng\0_0_3.jpg,True,True,True,upper,0.3281501531600952,xiaozhan
adaptive,liushishi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liushishi\0_0_liushishi_0037.jpg,False,True,False,full,0.2741306722164154,linyuan
adaptive,Eliane_Karp,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Eliane_Karp\Eliane_Karp_0001.jpg,False,False,False,full,0.14171519875526428,zhouxun
adaptive,weidaxun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\weidaxun\0_0_16.jpg,True,True,True,upper,0.3420078158378601,liuxiang
adaptive,zhangguoli,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhangguoli\1_1_1.jpg,True,True,False,full,0.21114511787891388,chenkun
adaptive,Carlos_Moya,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Carlos_Moya\Carlos_Moya_0012.jpg,False,False,False,full,0.11267179250717163,wangqing
adaptive,wangyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\wangyu\0_0_wangyu_0164.jpg,False,True,False,full,0.36094143986701965,wangyu
adaptive,zhangjingjing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangjingjing\1_0_zhangjingjing_0014.jpg,False,True,False,full,0.1381767988204956,mali
adaptive,linxinru,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linxinru\0_0_linxinru_0135.jpg,False,True,False,full,0.5016037821769714,linxinru
adaptive,qiuze,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\qiuze\1_0_qiuze_0011.jpg,False,True,False,full,0.5633423328399658,qiuze
adaptive,zhangshaohan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangshaohan\1_0_zhangshaohan_0144.jpg,False,True,False,full,0.44382795691490173,zhangshaohan
adaptive,Jimmy_Smits,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Jimmy_Smits\Jimmy_Smits_0001.jpg,False,False,False,full,0.17488563060760498,zhaoyazhi
adaptive,xieanqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xieanqi\1_0_xieanqi_0048.jpg,False,True,False,full,0.293030709028244,xieanqi
adaptive,hejiong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\hejiong\0_0_3.jpg,True,True,True,upper,0.3421775698661804,lixirui
adaptive,zhaoyihuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhaoyihuan\0_0_1.jpg,True,True,True,upper,0.4676550626754761,liuyifei
adaptive,huangxiaoming,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huangxiaoming\0_0_5.jpg,True,True,True,upper,0.3211515247821808,lixiang
adaptive,gongbeibi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\gongbeibi\0_0_gongbeibi_0071.jpg,False,True,False,full,0.48260122537612915,gongbeibi
adaptive,liuxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuxiang\1_0_liuxiang_0156.jpg,False,True,False,full,0.471358060836792,liuxiang
adaptive,Roberto_Cercelletta,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Roberto_Cercelletta\Roberto_Cercelletta_0001.jpg,False,False,False,full,0.13509488105773926,daipeini
adaptive,linyuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linyuan\1_0_linyuan_0170.jpg,False,True,False,full,0.2971353232860565,linyuan
adaptive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0007.jpg,False,False,False,full,0.16453874111175537,liudehua
adaptive,Zoran_Djindjic,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Zoran_Djindjic\Zoran_Djindjic_0001.jpg,False,False,False,full,0.12076099216938019,yinzheng
adaptive,qiuze,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\qiuze\0_0_0.jpg,True,True,True,upper,0.561363697052002,qiuze
adaptive,chenxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\chenxiang\0_0_1.jpg,True,True,True,upper,0.35777807235717773,chenxiang
adaptive,Sammy_Sosa,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Sammy_Sosa\Sammy_Sosa_0001.jpg,False,False,False,full,0.1454468071460724,mali
adaptive,zhangluyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangluyi\1_0_zhangluyi_0047.jpg,False,True,False,full,0.6534512639045715,zhangluyi
adaptive,Mel_Gibson,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Mel_Gibson\Mel_Gibson_0002.jpg,False,False,False,full,0.1425018310546875,yangqianhua
adaptive,liuyifei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuyifei\0_0_0.jpg,True,True,True,upper,0.35101476311683655,liuyifei
adaptive,Ascencion_Barajas,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ascencion_Barajas\Ascencion_Barajas_0001.jpg,False,False,False,full,0.11463558673858643,jianailiang
adaptive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0011.jpg,False,False,False,full,0.1605607271194458,zhengyecheng
adaptive,Jason_Statham,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Jason_Statham\Jason_Statham_0001.jpg,False,False,False,full,0.1302040070295334,zhangtianai
adaptive,Brandon_Lloyd,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Brandon_Lloyd\Brandon_Lloyd_0001.jpg,False,False,False,full,0.14296334981918335,liyifeng
adaptive,jiangkaitong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jiangkaitong\0_0_4.jpg,True,True,False,full,0.2737749218940735,jiangkaitong
adaptive,liuye,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuye\0_0_0.jpg,True,True,True,upper,0.4931369423866272,liuye
adaptive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0001.jpg,False,False,False,full,0.1500251293182373,zhengyecheng
adaptive,Ian_McKellen,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ian_McKellen\Ian_McKellen_0001.jpg,False,False,False,full,0.12299782037734985,raowei
adaptive,Tommy_Amaker,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Tommy_Amaker\Tommy_Amaker_0001.jpg,False,False,False,full,0.12455443292856216,jianghongbo
adaptive,maoxiaotong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\maoxiaotong\0_0_19.jpg,True,True,True,upper,0.35580962896347046,wangyuan
adaptive,mali,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\mali\0_0_2.jpg,True,True,True,upper,0.4882674217224121,mali
adaptive,liusongren,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liusongren\1_0_liusongren_0104.jpg,False,True,False,full,0.6008325815200806,liusongren
adaptive,liuqianhan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuqianhan\1_0_0.jpg,True,True,True,upper,0.389115571975708,liuqianhan
adaptive,jiangyiyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\jiangyiyi\1_0_jiangyiyi_0067.jpg,False,True,False,full,0.35978204011917114,jiangyiyi
adaptive,matianyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\matianyu\1_0_matianyu_0069.jpg,False,True,False,full,0.6051818132400513,matianyu
adaptive,jianailiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jianailiang\1_0_1.jpg,True,True,True,upper,0.24323123693466187,jiangkaitong
adaptive,Bernard_Law,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Bernard_Law\Bernard_Law_0004.jpg,False,False,False,full,0.1309232860803604,mali
adaptive,chenkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\chenkun\1_0_chenkun_0050.jpg,False,True,False,full,0.4848344922065735,chenkun
adaptive,licaihua,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\licaihua\0_0_0.jpg,True,True,True,upper,0.27455389499664307,licaihua
adaptive,Bernard_Siegel,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Bernard_Siegel\Bernard_Siegel_0001.jpg,False,False,False,full,0.11986618489027023,wangou
adaptive,Kifah_Ajouri,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Kifah_Ajouri\Kifah_Ajouri_0001.jpg,False,False,False,full,0.11943261325359344,zhaoliying
adaptive,guofucheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\guofucheng\1_0_6.jpg,True,True,True,upper,0.3463589549064636,wangkai
adaptive,wangkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\wangkai\0_0_0.jpg,True,True,True,upper,0.3930422067642212,wangkai
adaptive,wangzuxian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\wangzuxian\0_0_16.jpg,True,True,True,upper,0.3867385983467102,zhangtianai
adaptive,tangwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\tangwei\0_0_0.jpg,True,True,True,upper,0.3131057322025299,tangwei
adaptive,Carlos_Moya,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Carlos_Moya\Carlos_Moya_0006.jpg,False,False,False,full,0.15163341164588928,mali
adaptive,Martha_Lucia_Ramirez,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0001.jpg,False,False,False,full,0.16472776234149933,zhaoyazhi
adaptive,zhangzifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhangzifeng\1_0_19.jpg,True,True,False,full,0.4193984866142273,zhangzifeng
adaptive,caobingkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\caobingkun\0_0_11.jpg,True,True,True,upper,0.4055090546607971,caobingkun
adaptive,liuruilin,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuruilin\1_0_liuruilin_0293.jpg,False,True,False,full,0.3553377389907837,liuruilin
adaptive,fengjianyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\fengjianyu\1_0_fengjianyu_0103.jpg,False,True,False,full,0.2725682854652405,fengjianyu
adaptive,handongjun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\handongjun\0_0_3.jpg,True,True,True,upper,0.3894553780555725,zhengkai
adaptive,shenmengchen,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\shenmengchen\0_0_13.jpg,True,True,True,upper,0.2525829076766968,lixirui
adaptive,zhangluyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangluyi\1_0_zhangluyi_0103.jpg,False,True,False,full,0.6163477897644043,zhangluyi
adaptive,mali,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\mali\0_0_0.jpg,True,True,True,upper,0.5451459884643555,mali
adaptive,lufangsheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lufangsheng\0_0_0.jpg,True,True,True,upper,0.4313480257987976,lufangsheng
adaptive,Zoran_Djindjic,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Zoran_Djindjic\Zoran_Djindjic_0004.jpg,False,False,False,full,0.12470181286334991,yinzheng
adaptive,xuzheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xuzheng\1_0_xuzheng_0059.jpg,False,True,False,full,0.43713855743408203,xuzheng
adaptive,huojianhua,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\huojianhua\1_0_huojianhua_0128.jpg,False,True,False,full,0.4012517035007477,huojianhua
adaptive,xietingfeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\xietingfeng\0_0_2.jpg,True,True,True,upper,0.2854377329349518,xuhao
adaptive,zhaoliying,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhaoliying\1_1_23.jpg,True,True,True,upper,0.38272184133529663,xiongnaijin
adaptive,zhangguoli,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangguoli\1_0_zhangguoli_0139.jpg,False,True,False,full,0.5156324505805969,zhangguoli
adaptive,guofucheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\guofucheng\1_0_guofucheng_0024.jpg,False,True,False,full,0.4781399965286255,guofucheng
adaptive,liuqianhan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuqianhan\1_0_liuqianhan_0032.jpg,False,True,False,full,0.18276861310005188,zhouxun
adaptive,huashao,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huashao\0_0_0.jpg,True,True,True,upper,0.22446778416633606,caiguoqing
adaptive,xiena,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\xiena\0_0_8.jpg,True,True,True,upper,0.2525032162666321,xuhao
adaptive,linxinru,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linxinru\1_0_linxinru_0242.jpg,False,True,False,full,0.49112027883529663,linxinru
adaptive,guanxiaotong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\guanxiaotong\1_0_guanxiaotong_0016.jpg,False,True,False,full,0.41212576627731323,guanxiaotong
adaptive,shuqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\shuqi\1_0_shuqi_0023.jpg,False,True,False,full,0.32952171564102173,zhouxun
adaptive,lixirui,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lixirui\1_0_0.jpg,True,True,True,upper,0.30144232511520386,lvyi
adaptive,songqian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\songqian\1_0_17.jpg,True,True,True,upper,0.36011841893196106,tongkeke
adaptive,ruanjingtian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\ruanjingtian\0_0_1.jpg,True,True,True,upper,0.3658687472343445,jiangjinfu
adaptive,liyifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liyifeng\1_0_liyifeng_0142.jpg,False,True,False,full,0.3785381317138672,liyifeng
adaptive,yanni,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\yanni\0_0_13.jpg,True,True,True,upper,0.23566395044326782,liusongren
adaptive,caobingkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\caobingkun\1_0_caobingkun_0234.jpg,False,True,False,full,0.44730284810066223,caobingkun
adaptive,chenfarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\chenfarong\1_0_chenfarong_0152.jpg,False,True,False,full,0.5322214365005493,chenfarong
adaptive,yanni,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\yanni\1_0_yanni_0039.jpg,False,True,False,full,0.42126017808914185,yanni
adaptive,tongliya,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\tongliya\0_0_tongliya_0169.jpg,False,True,False,full,0.6388838291168213,tongliya
adaptive,zhengkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhengkai\0_1_10.jpg,True,True,True,upper,0.37002652883529663,huangxuan
adaptive,huangbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huangbo\0_0_0.jpg,True,True,True,upper,0.30106547474861145,huangbo
adaptive,hujing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\hujing\0_0_33.jpg,True,True,True,upper,0.4143829345703125,hujing
adaptive,chenxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\chenxiang\1_0_chenxiang_0002.jpg,False,True,False,full,0.2737451493740082,chenxiang
adaptive,mowenwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\mowenwei\0_0_1.jpg,True,True,True,upper,0.24266336858272552,liusongren
adaptive,huangbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huangbo\0_0_1.jpg,True,True,True,upper,0.32303643226623535,huangbo
adaptive,masichun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\masichun\1_0_masichun_0171.jpg,False,True,False,full,0.44564616680145264,masichun
adaptive,caizhuoyan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\caizhuoyan\1_0_caizhuoyan_0077.jpg,False,True,False,full,0.35948026180267334,caizhuoyan
adaptive,chenjiaqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\chenjiaqi\0_0_0.jpg,True,True,True,upper,0.29664215445518494,wangxiaomin
adaptive,Ian_McKellen,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ian_McKellen\Ian_McKellen_0003.jpg,False,False,False,full,0.16027405858039856,lianghanwen
adaptive,shuqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\shuqi\0_0_3.jpg,True,True,True,upper,0.31987452507019043,zhouxun
adaptive,Carlos_Moya,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Carlos_Moya\Carlos_Moya_0011.jpg,False,False,False,full,0.15327243506908417,huojianhua
adaptive,linxinru,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\linxinru\0_0_9.jpg,True,True,True,upper,0.314416766166687,linxinru
adaptive,liuxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuxiang\1_0_11.jpg,True,True,True,upper,0.2888438105583191,liuxiang
adaptive,xiongdailin,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xiongdailin\1_0_xiongdailin_0027.jpg,False,True,False,full,0.5883896946907043,xiongdailin
adaptive,lidaimo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lidaimo\1_0_lidaimo_0207.jpg,False,True,False,full,0.38674935698509216,lidaimo
adaptive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0008.jpg,False,False,False,full,0.16346688568592072,wuzhenyu
adaptive,fengjianyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\fengjianyu\0_0_fengjianyu_0016.jpg,False,True,False,full,0.3050524592399597,fengjianyu
adaptive,Kenneth_Brill,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Kenneth_Brill\Kenneth_Brill_0001.jpg,False,False,False,full,0.14964008331298828,wangyu
adaptive,panyueming,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\panyueming\0_0_0.jpg,True,True,True,upper,0.2600700557231903,huangzhongkun
adaptive,caiguoqing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\caiguoqing\1_0_caiguoqing_0126.jpg,False,True,False,full,0.5705762505531311,caiguoqing
adaptive,xiongdailin,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xiongdailin\1_0_xiongdailin_0083.jpg,False,True,False,full,0.6826940178871155,xiongdailin
adaptive,liuruilin,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuruilin\0_0_0.jpg,True,True,True,upper,0.33230942487716675,liuxiang
adaptive,masichun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\masichun\0_0_4.png,True,True,True,upper,0.4310860335826874,xuhao
